geography_type,geoid,name,acs_period,source_variable,duration,estimate_grandparents_in_duration,moe_grandparents_in_duration,denominator_responsible_grandparents,denominator_moe,percent_of_responsible_grandparents,percent_moe,percent_ci90_lower,percent_ci90_upper,precision_disposition,duration_reconciliation_status
Georgia county,13105,"Elbert County, Georgia",2020-2024,B10050_004,Less than six months,15,21,162,119,9.25925925925926,11.035273591706444,0,20.2945328509657,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13109,"Evans County, Georgia",2020-2024,B10050_004,Less than six months,10,16,22,23,45.45454545454545,55.054908605376355,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13111,"Fannin County, Georgia",2020-2024,B10050_004,Less than six months,9,16,220,148,4.090909090909091,6.731916077780036,0,10.822825168689128,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13119,"Franklin County, Georgia",2020-2024,B10050_004,Less than six months,3,6,301,198,0.9966777408637874,1.882452123515444,0,2.8791298643792316,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13123,"Gilmer County, Georgia",2020-2024,B10050_004,Less than six months,0,30,351,208,0,8.547008547008547,0,8.547008547008547,Unavailable MOE or zero percentage,Pass
Georgia county,13125,"Glascock County, Georgia",2020-2024,B10050_004,Less than six months,0,14,69,49,0,20.28985507246377,0,20.28985507246377,Unavailable MOE or zero percentage,Pass
Georgia county,13133,"Greene County, Georgia",2020-2024,B10050_004,Less than six months,9,12,171,119,5.263157894736842,5.985883704980936,0,11.249041599717778,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13141,"Hancock County, Georgia",2020-2024,B10050_004,Less than six months,13,23,140,108,9.285714285714286,14.784640318173992,0,24.070354603888276,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13143,"Haralson County, Georgia",2020-2024,B10050_004,Less than six months,0,30,288,160,0,10.416666666666668,0,10.416666666666668,Unavailable MOE or zero percentage,Pass
Georgia county,13147,"Hart County, Georgia",2020-2024,B10050_004,Less than six months,35,53,165,112,21.21212121212121,28.713317119880656,0,49.92543833200187,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13155,"Irwin County, Georgia",2020-2024,B10050_004,Less than six months,22,31,93,89,23.655913978494624,24.466537396280664,0,48.12245137477529,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13159,"Jasper County, Georgia",2020-2024,B10050_004,Less than six months,0,23,113,76,0,20.35398230088496,0,20.35398230088496,Unavailable MOE or zero percentage,Pass
Georgia county,13161,"Jeff Davis County, Georgia",2020-2024,B10050_004,Less than six months,0,23,144,120,0,15.97222222222222,0,15.97222222222222,Unavailable MOE or zero percentage,Pass
Georgia county,13163,"Jefferson County, Georgia",2020-2024,B10050_004,Less than six months,18,24,306,169,5.88235294117647,7.138656898474233,0,13.021009839650702,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13165,"Jenkins County, Georgia",2020-2024,B10050_004,Less than six months,0,20,102,81,0,19.607843137254903,0,19.607843137254903,Unavailable MOE or zero percentage,Pass
Georgia county,13167,"Johnson County, Georgia",2020-2024,B10050_004,Less than six months,7,8,65,42,10.76923076923077,10.151721822992863,0.6175089462379049,20.920952592223635,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13169,"Jones County, Georgia",2020-2024,B10050_004,Less than six months,0,27,281,154,0,9.608540925266905,0,9.608540925266905,Unavailable MOE or zero percentage,Pass
Georgia county,13171,"Lamar County, Georgia",2020-2024,B10050_004,Less than six months,0,23,135,95,0,17.037037037037038,0,17.037037037037038,Unavailable MOE or zero percentage,Pass
Georgia county,13173,"Lanier County, Georgia",2020-2024,B10050_004,Less than six months,9,22,223,158,4.0358744394618835,9.44196926307027,0,13.477843702532152,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13181,"Lincoln County, Georgia",2020-2024,B10050_004,Less than six months,0,20,109,86,0,18.34862385321101,0,18.34862385321101,Unavailable MOE or zero percentage,Pass
Georgia county,13183,"Long County, Georgia",2020-2024,B10050_004,Less than six months,0,23,330,230,0,6.969696969696971,0,6.969696969696971,Unavailable MOE or zero percentage,Pass
Georgia county,13189,"McDuffie County, Georgia",2020-2024,B10050_004,Less than six months,19,30,232,177,8.189655172413794,11.321323826440926,0,19.51097899885472,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13193,"Macon County, Georgia",2020-2024,B10050_004,Less than six months,36,52,242,122,14.87603305785124,20.136404333091605,0,35.01243739094284,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13197,"Marion County, Georgia",2020-2024,B10050_004,Less than six months,5,9,85,85,5.88235294117647,8.803899733585745,0,14.686252674762216,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13201,"Miller County, Georgia",2020-2024,B10050_004,Less than six months,9,13,32,29,28.125,31.634445528899324,0,59.75944552889932,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13205,"Mitchell County, Georgia",2020-2024,B10050_004,Less than six months,0,27,229,135,0,11.790393013100436,0,11.790393013100436,Unavailable MOE or zero percentage,Pass
Georgia county,13211,"Morgan County, Georgia",2020-2024,B10050_004,Less than six months,72,77,195,106,36.92307692307693,34.00576517777635,2.91731174530058,70.92884210085327,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13219,"Oconee County, Georgia",2020-2024,B10050_004,Less than six months,4,10,127,90,3.149606299212598,7.551044965625104,0,10.700651264837704,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13221,"Oglethorpe County, Georgia",2020-2024,B10050_004,Less than six months,6,11,68,58,8.823529411764707,14.319156883431528,0,23.142686295196235,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13225,"Peach County, Georgia",2020-2024,B10050_004,Less than six months,100,71,473,243,21.14164904862579,10.360898274370768,10.780750774255026,31.502547322996563,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia county,13227,"Pickens County, Georgia",2020-2024,B10050_004,Less than six months,18,21,313,174,5.7507987220447285,5.89863374592392,0,11.649432467968648,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13229,"Pierce County, Georgia",2020-2024,B10050_004,Less than six months,33,39,136,88,24.264705882352946,23.99642129183425,0.268284590518693,48.261127174187195,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13231,"Pike County, Georgia",2020-2024,B10050_004,Less than six months,0,23,226,115,0,10.17699115044248,0,10.17699115044248,Unavailable MOE or zero percentage,Pass
Georgia county,13235,"Pulaski County, Georgia",2020-2024,B10050_004,Less than six months,0,20,87,102,0,22.988505747126435,0,22.988505747126435,Unavailable MOE or zero percentage,Pass
Georgia county,13237,"Putnam County, Georgia",2020-2024,B10050_004,Less than six months,0,27,228,116,0,11.842105263157894,0,11.842105263157894,Unavailable MOE or zero percentage,Pass
Georgia county,13239,"Quitman County, Georgia",2020-2024,B10050_004,Less than six months,17,19,42,34,40.476190476190474,31.190474129794826,9.285716346395647,71.6666646059853,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13241,"Rabun County, Georgia",2020-2024,B10050_004,Less than six months,16,19,112,57,14.285714285714285,15.327366209999798,0,29.613080495714083,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13243,"Randolph County, Georgia",2020-2024,B10050_004,Less than six months,0,20,110,79,0,18.181818181818183,0,18.181818181818183,Unavailable MOE or zero percentage,Pass
Georgia county,13249,"Schley County, Georgia",2020-2024,B10050_004,Less than six months,0,14,105,91,0,13.333333333333334,0,13.333333333333334,Unavailable MOE or zero percentage,Pass
Georgia county,13253,"Seminole County, Georgia",2020-2024,B10050_004,Less than six months,8,24,259,162,3.088803088803089,9.062766963390787,0,12.151570052193875,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13259,"Stewart County, Georgia",2020-2024,B10050_004,Less than six months,0,14,13,14,0,107.6923076923077,0,100,Unavailable MOE or zero percentage,Pass
Georgia county,13265,"Taliaferro County, Georgia",2020-2024,B10050_004,Less than six months,0,14,7,10,0,200,0,100,Unavailable MOE or zero percentage,Pass
Georgia county,13269,"Taylor County, Georgia",2020-2024,B10050_004,Less than six months,0,20,56,46,0,35.714285714285715,0,35.714285714285715,Unavailable MOE or zero percentage,Pass
Georgia county,13271,"Telfair County, Georgia",2020-2024,B10050_004,Less than six months,18,26,91,69,19.78021978021978,24.318323720896068,0,44.09854350111585,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13273,"Terrell County, Georgia",2020-2024,B10050_004,Less than six months,8,10,53,45,15.09433962264151,13.847383651674422,1.246955970967088,28.941723274315933,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13281,"Towns County, Georgia",2020-2024,B10050_004,Less than six months,21,34,264,134,7.954545454545454,12.22953363423518,0,20.184079088780635,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13283,"Treutlen County, Georgia",2020-2024,B10050_004,Less than six months,0,20,94,65,0,21.27659574468085,0,21.27659574468085,Unavailable MOE or zero percentage,Pass
Georgia county,13287,"Turner County, Georgia",2020-2024,B10050_004,Less than six months,8,14,74,52,10.81081081081081,17.326694315655665,0,28.137505126466476,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13289,"Twiggs County, Georgia",2020-2024,B10050_004,Less than six months,2,5,73,40,2.73972602739726,6.682773091808546,0,9.422499119205806,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13293,"Upson County, Georgia",2020-2024,B10050_004,Less than six months,10,14,182,127,5.4945054945054945,6.668691284436594,0,12.163196778942089,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13301,"Warren County, Georgia",2020-2024,B10050_004,Less than six months,0,20,127,98,0,15.748031496062993,0,15.748031496062993,Unavailable MOE or zero percentage,Pass
Georgia county,13305,"Wayne County, Georgia",2020-2024,B10050_004,Less than six months,1,3,278,165,0.3597122302158274,1.0578064508495033,0,1.4175186810653306,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13307,"Webster County, Georgia",2020-2024,B10050_004,Less than six months,0,14,6,9,0,233.33333333333337,0,100,Unavailable MOE or zero percentage,Pass
Georgia county,13309,"Wheeler County, Georgia",2020-2024,B10050_004,Less than six months,26,39,89,71,29.213483146067414,37.109063933779865,0,66.32254707984728,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13311,"White County, Georgia",2020-2024,B10050_004,Less than six months,96,151,314,253,30.573248407643312,41.30062267033006,0,71.87387107797338,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13315,"Wilcox County, Georgia",2020-2024,B10050_004,Less than six months,33,41,94,52,35.1063829787234,39.05491894685959,0,74.16130192558299,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13317,"Wilkes County, Georgia",2020-2024,B10050_004,Less than six months,0,20,148,102,0,13.513513513513514,0,13.513513513513514,Unavailable MOE or zero percentage,Pass
Georgia county,13319,"Wilkinson County, Georgia",2020-2024,B10050_004,Less than six months,3,4,125,66,2.4,2.9384016335416097,0,5.33840163354161,Percentage MOE exceeds 50% of estimate,Pass
Georgia county,13321,"Worth County, Georgia",2020-2024,B10050_004,Less than six months,57,79,351,199,16.23931623931624,20.537854059264017,0,36.77717029858026,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1311560,"Brunswick city, Georgia",2020-2024,B10050_004,Less than six months,104,142,460,218,22.60869565217391,28.9504464811291,0,51.55914213330301,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1319112,"Commerce city, Georgia",2020-2024,B10050_004,Less than six months,0,20,250,116,0,8,0,8,Unavailable MOE or zero percentage,Pass
Georgia place,1344340,"LaGrange city, Georgia",2020-2024,B10050_004,Less than six months,0,30,558,238,0,5.376344086021505,0,5.376344086021505,Unavailable MOE or zero percentage,Pass
Georgia place,1338964,"Hinesville city, Georgia",2020-2024,B10050_004,Less than six months,42,49,407,180,10.319410319410318,11.140742912583592,0,21.46015323199391,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1301052,"Albany city, Georgia",2020-2024,B10050_004,Less than six months,43,39,782,218,5.498721227621484,4.745790729131104,0.7529304984903797,10.24451195675259,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1319000,"Columbus city, Georgia",2020-2024,B10050_004,Less than six months,90,80,2052,420,4.385964912280701,3.793872894927994,0.5920920173527073,8.179837807208695,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1304000,"Atlanta city, Georgia",2020-2024,B10050_004,Less than six months,345,128,2563,482,13.460788138899726,4.305029937004763,9.155758201894963,17.76581807590449,Retained,Pass
Georgia place,1369000,"Savannah city, Georgia",2020-2024,B10050_004,Less than six months,186,136,1238,274,15.024232633279484,10.47010788957446,4.554124743705023,25.494340522853943,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1373704,"Stockbridge city, Georgia",2020-2024,B10050_004,Less than six months,70,63,284,128,24.647887323943664,19.201095000336185,5.446792323607479,43.848982324279845,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1349008,"Macon-Bibb County, Georgia",2020-2024,B10050_004,Less than six months,0,34,1048,315,0,3.2442748091603053,0,3.2442748091603053,Unavailable MOE or zero percentage,Pass
Georgia place,1373784,"Stonecrest city, Georgia",2020-2024,B10050_004,Less than six months,50,64,853,333,5.861664712778429,7.145458463928462,0,13.007123176706893,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1304204,"Augusta-Richmond County consolidated government (balance), Georgia",2020-2024,B10050_004,Less than six months,202,139,1973,505,10.238215914850482,6.539602480799239,3.698613434051243,16.77781839564972,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1380508,"Warner Robins city, Georgia",2020-2024,B10050_004,Less than six months,40,57,670,255,5.970149253731343,8.198410404483528,0,14.168559658214871,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1372122,"South Fulton city, Georgia",2020-2024,B10050_004,Less than six months,84,111,968,360,8.677685950413224,11.0034400717558,0,19.681126022169025,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1349756,"Marietta city, Georgia",2020-2024,B10050_004,Less than six months,0,34,186,86,0,18.27956989247312,0,18.27956989247312,Unavailable MOE or zero percentage,Pass
Georgia place,1348288,"Mableton city, Georgia",2020-2024,B10050_004,Less than six months,23,29,431,212,5.336426914153132,6.195421038340337,0,11.531847952493468,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1300184,"Abbeville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,9,10,0,155.55555555555557,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1300408,"Acworth city, Georgia",2020-2024,B10050_004,Less than six months,28,44,329,436,8.51063829787234,7.187124949305993,1.3235133485663475,15.697763247178331,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1300436,"Adairsville city, Georgia",2020-2024,B10050_004,Less than six months,14,23,14,23,100,232.3350852470085,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1300576,"Adel city, Georgia",2020-2024,B10050_004,Less than six months,0,20,93,99,0,21.50537634408602,0,21.50537634408602,Unavailable MOE or zero percentage,Pass
Georgia place,1300660,"Adrian city, Georgia",2020-2024,B10050_004,Less than six months,4,7,11,14,36.36363636363637,43.67672813792996,0,80.04036450156633,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1300828,"Ailey city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1300996,"Alamo town, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,7,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
